Entry	Mass	Gene Names (ordered locus)	Subunit structure	Subcellular location [CC]
P25534	42288	b2907 JW2875	SUBUNIT: Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ). {ECO:0000269|PubMed:30686758}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:30686758}.
P25535	44245	b2906 JW2874	SUBUNIT: Homotetramer (Probable). Component of the Ubi complex metabolon, which regroups five ubiquinone biosynthesis proteins (UbiE, UbiF, UbiG, UbiH and UbiI) and two accessory factors (UbiK and the lipid-binding protein UbiJ) (PubMed:30686758). {ECO:0000269|PubMed:30686758, ECO:0000305|PubMed:23709220}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:30686758}.
P25536	21515	b3248 JW3217	SUBUNIT: Homodimer (PubMed:24210219, PubMed:25658941, PubMed:26252214). Can also form homotetramers (PubMed:24210219). {ECO:0000269|PubMed:24210219, ECO:0000269|PubMed:25658941, ECO:0000269|PubMed:26252214}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00528, ECO:0000305}.
P25539	40338	b0414 JW0404	SUBUNIT: Homodimer. {ECO:0000269|PubMed:17765262}.	
P25552	54871	b3779 JW5603		
P25553	52273	b1415 JW1412	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:16731973, ECO:0000269|PubMed:17173928, ECO:0000269|PubMed:3308886}.	
P25665	84674	b3829 JW3805	SUBUNIT: Monomer.	
P25714	61526	b3705 JW3683	SUBUNIT: Interacts with SecD and SecF. Component of the SecDF-YajC complex, a heterotetrameric translocase complex. The SecDF-YidC-YajC translocase forms a supercomplex with SecYEG, called the holo-translocon (HTL) (PubMed:27435098). The stoichiometry of the super complex may be SecYEG:YidC:SecDF 4:3:1, YajC is in the reconstituted complex (with SecDF) but as no antibody is available it could not be quantified (PubMed:27435098). Specifically interacts with transmembrane segments of nascent integral membrane proteins during membrane integration. Found in 3 different complexes in inner membrane preparations (PubMed:16079137). Can be cross-linked to FtsH, in the larger FtsH/HflKC complex. {ECO:0000269|PubMed:10675323, ECO:0000269|PubMed:11415986, ECO:0000269|PubMed:12068816, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:18387365, ECO:0000269|PubMed:27435098}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11821429, ECO:0000269|PubMed:16079137}; Multi-pass membrane protein {ECO:0000269|PubMed:11821429, ECO:0000269|PubMed:16079137}. Note=Predominantly localized at cell poles at all stages of cell growth.
P25718	75713	b3571 JW3543	SUBUNIT: Monomer.	SUBCELLULAR LOCATION: Periplasm.
P25737	53576	b2156 JW2143	SUBUNIT: Interacts strongly with the transcriptional activator CadC in the absence of lysine or at low lysine concentrations (PubMed:18086202, PubMed:24056175). Interaction is markedly attenuated under increasing lysine levels (PubMed:24056175). Concomitant pH-dependent protonation of periplasmic amino acids in both proteins dissolves their electrostatic connections resulting in further destabilization of the CadC/LysP interaction (PubMed:24056175). Low pH promotes oligomerization of LysP (PubMed:24056175). {ECO:0000269|PubMed:18086202, ECO:0000269|PubMed:24056175}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:7551055}; Multi-pass membrane protein {ECO:0000269|PubMed:7551055}.
P25740	42284	b3631 JW3606		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:26244737, ECO:0000305|PubMed:29225173}; Peripheral membrane protein {ECO:0000269|PubMed:29225173}; Cytoplasmic side {ECO:0000305|PubMed:26244737}. Note=Binds membranes via electrostatic interactions (PubMed:26244737, PubMed:29225173). Interaction with the membrane is conferred at least in part by the N-terminal positively charged and largely alpha-helical membrane-interacting region (MIR-WaaG) (PubMed:26244737). {ECO:0000269|PubMed:26244737, ECO:0000269|PubMed:29225173}.
P25745	40959	b1133 JW1119	SUBUNIT: Interacts with TusE. {ECO:0000269|PubMed:16387657}.	SUBCELLULAR LOCATION: Cytoplasm.
P25888	49989	b0797 JW0781	SUBUNIT: Interacts with PcnB. Interacts in vitro with RNase E. {ECO:0000269|PubMed:10361280, ECO:0000269|PubMed:15554979}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00968, ECO:0000269|PubMed:18083833}. Note=Ribosome-associated. Can either bind to the intact 70S ribosome or to individual ribosomal subunits.
P25889	45069	b2147 JW2134	SUBUNIT: Heterotetramer of 2 PreA and 2 PreT subunits. {ECO:0000269|PubMed:21169495}.	
P25894	26842	b2936 JW2903	SUBUNIT: Interacts with Era and BepA. {ECO:0000269|PubMed:17651431, ECO:0000269|PubMed:22491786}.	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:17909889, ECO:0000269|PubMed:22491786}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303, ECO:0000269|PubMed:17909889, ECO:0000269|PubMed:22491786}. Note=Proper membrane localization can depend on BepA.
P26458	42424	b0979 JW0961	SUBUNIT: Heterodimer of subunits I and II. {ECO:0000305|PubMed:8626304}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P26459	57920	b0978 JW0960	SUBUNIT: Heterodimer of subunits I and II. {ECO:0000305|PubMed:8626304}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P26602	18777	b4039 JW5713	SUBUNIT: Monomer. {ECO:0000269|PubMed:11455603, ECO:0000269|PubMed:16343413}.	SUBCELLULAR LOCATION: Cytoplasm.
P26616	63197	b1479 JW5238	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:17557829}.	
P26648	51858	b3017 JW2985		SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00915, ECO:0000269|PubMed:10593889, ECO:0000269|PubMed:19135451}. Note=Localizes to the division septum. Localization requires FtsZ, FtsQ, FtsL and FtsN.
P27125	37320	b3907 JW3878		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01532, ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:2283027, ECO:0000269|PubMed:8262918}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01532, ECO:0000269|PubMed:8262918}.
P27128	39423	b3627 JW3602		
P27249	102390	b0167 JW0162	SUBUNIT: Monomer. Can also form homooligomers that are much less active. {ECO:0000269|PubMed:6130097}.	
P27250	36502	b4269 JW5761		
P27278	47346	b4390 JW5800	SUBUNIT: Homotetramer. {ECO:0000250}.	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasm {ECO:0000250}.
P27296	81440	b0799 JW0784	SUBUNIT: Monomer in solution. {ECO:0000269|PubMed:12748189}.	
P27302	72212	b2935 JW5478	SUBUNIT: Homodimer. {ECO:0000269|PubMed:17914867, ECO:0000269|PubMed:7607225, ECO:0000269|Ref.9}.	
P27303	42736	b2685 JW2660	SUBUNIT: Homodimer and homotrimer. Part of the tripartite efflux system EmrAB-TolC, which is composed of an inner membrane transporter, EmrB, a periplasmic membrane fusion protein, EmrA, and an outer membrane component, TolC. The complex forms a large protein conduit and can translocate molecules across both the inner and outer membranes. Interacts with EmrB. EmrAB complex forms a dimer in vitro. {ECO:0000269|PubMed:12482849, ECO:0000269|PubMed:19171121, ECO:0000269|PubMed:19805313}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:12482849, ECO:0000269|PubMed:1409590}; Single-pass membrane protein {ECO:0000269|PubMed:12482849, ECO:0000269|PubMed:1409590}; Periplasmic side {ECO:0000269|PubMed:12482849, ECO:0000269|PubMed:1409590}.
P27306	51560	b3962 JW5551	SUBUNIT: Homooligomer; probable homooctamer. {ECO:0000269|PubMed:9922271}.	SUBCELLULAR LOCATION: Cytoplasm.
P27431	42579	b1128 JW1114	SUBUNIT: Homodimer. {ECO:0000269|PubMed:24530688, ECO:0000269|PubMed:24814345}.	
P27434	36192	b2516 JW2500	SUBUNIT: Interacts with ZapG. {ECO:0000269|PubMed:27335665}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:19008860}; Single-pass type II membrane protein {ECO:0000269|PubMed:19008860}. Note=Forms helical filaments along the long axis of the cell.
P27550	72094	b4069 JW4030	SUBUNIT: Forms a 1:1 complex with CobB/NAD-dependent deacetylase.	
P27828	42245	b3786 JW5600	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02028, ECO:0000269|PubMed:11106477}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02028, ECO:0000269|PubMed:8226648}.
P27829	45839	b3787 JW5599	SUBUNIT: Homodimer. {ECO:0000269|PubMed:381306}.	
P27830	39754	b3788 JW5598	SUBUNIT: Homodimer. {ECO:0000269|Ref.8}.	
P27833	41901	b3791 JW3765	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:15271350}.	
P27838	12231	b3807 JW3779	SUBUNIT: Monomer (PubMed:16603772, PubMed:19305405, PubMed:28931050). Forms homodimers and higher oligomers in the presence of iron (PubMed:16603772, PubMed:28931050). Interacts with IscS (PubMed:16603772, PubMed:19305405, PubMed:25430730). {ECO:0000269|PubMed:16603772, ECO:0000269|PubMed:19305405, ECO:0000269|PubMed:25430730, ECO:0000269|PubMed:28931050}.	
P27848	29708	b3826 JW5854		
P27859	28974	b4483 JW5931	SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00901, ECO:0000269|PubMed:10747959, ECO:0000269|PubMed:25114049, ECO:0000269|Ref.11}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00901, ECO:0000269|PubMed:10747959, ECO:0000269|PubMed:25114049}.
P28246	43353	b2182 JW5363		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000305|PubMed:15919996}.
P28248	21249	b2065 JW2050	SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00146, ECO:0000269|PubMed:15539408, ECO:0000269|PubMed:17651436, ECO:0000269|PubMed:17996716}.	
P28305	29715	b1096 JW1082	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10876155, ECO:0000269|PubMed:11841211, ECO:0000269|PubMed:1644759, ECO:0000269|PubMed:2251281}.	
P28306	38247	b1097 JW1083	SUBUNIT: Homodimer (Ref.6). Interacts with PBP1b (PubMed:26507882). {ECO:0000269|PubMed:26507882, ECO:0000269|Ref.6}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_02065, ECO:0000269|PubMed:26507882}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_02065, ECO:0000269|PubMed:26507882}.
P28629	84425	b4117 JW5731	SUBUNIT: Homodecamer. The basic unit is a homodimer, organized into a ring of giving a pentamer of five homodimers. {ECO:0000269|PubMed:19298070}.	SUBCELLULAR LOCATION: Cytoplasm.
P28630	38704	b0640 JW0635	SUBUNIT: The DNA polymerase III holoenzyme complex contains at least 10 different subunits organized into 3 functionally essential subassemblies: the Pol III core, the beta sliding clamp processivity factor and the clamp-loading complex. The Pol III core (subunits alpha, epsilon and theta) contains the polymerase and the 3'-5' exonuclease proofreading activities (PubMed:2040637). The polymerase is tethered to the template via the dimeric beta sliding clamp processivity factor. The clamp-loading complex (also called gamma complex) assembles the beta sliding clamp onto the primed template and plays a central role in the organization and communication at the replication fork. The clamp-loading complex contains delta, delta', psi and chi, and 3 copies of either or both of two different DnaX proteins, gamma and tau. The DNA replisome complex has a single clamp loader (3 tau and 1 each of delta, delta', psi and chi subunits) which binds 3 Pol III cores (1 core on the leading strand and 2 on the lagging strand) each with a beta sliding clamp dimer. Additional proteins in the replisome are other copies of gamma, psi and chi, Ssb, DNA helicase and RNA primase (PubMed:20413500, PubMed:22157955). The clamp loader hydrolyzes ATP to assemble the beta processivity factor onto the primed template (PubMed:2040637, PubMed:9927437) and plays a central role in the organization and communication at the replication fork; the minimal complex to load the beta sliding clamp on DNA is delta, delta', gamma (PubMed:9927437). {ECO:0000269|PubMed:11525729, ECO:0000269|PubMed:2040637, ECO:0000269|PubMed:20413500, ECO:0000269|PubMed:22157955, ECO:0000269|PubMed:9927437}.	
P28861	27751	b3924 JW3895	SUBUNIT: Monomer. {ECO:0000269|PubMed:9149148}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7961651}.
P28903	80023	b4238 JW4197	SUBUNIT: Homodimer (PubMed:1460049, PubMed:8621608). Forms a tetramer composed of two NrdD and two NrdG subunits (PubMed:8621608, PubMed:9305874). {ECO:0000269|PubMed:1460049, ECO:0000269|PubMed:8621608, ECO:0000269|PubMed:9305874}.	
P29018	65056	b0887 JW0870	SUBUNIT: Forms a heterodimer with CydC. {ECO:0000269|PubMed:15470119, ECO:0000269|PubMed:24958725}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15470119, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15470119}.
P29131	35793	b3933 JW3904	SUBUNIT: Interacts with FtsA via its N-terminal cytoplasmic domain (PubMed:22328664, PubMed:24750258, PubMed:25496160, PubMed:25496259). Interacts with ZapA, FtsQ, FtsW and FtsI (PubMed:17185541, PubMed:20497333). {ECO:0000269|PubMed:17185541, ECO:0000269|PubMed:20497333, ECO:0000269|PubMed:22328664, ECO:0000269|PubMed:24750258, ECO:0000269|PubMed:25496160, ECO:0000269|PubMed:25496259}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:8631709}; Single-pass type II membrane protein {ECO:0000269|PubMed:8631709}. Note=Localizes to the septum (PubMed:9282742, PubMed:19684127, PubMed:24750258). Localizes to the midcell via interaction with the early cell division protein FtsA and via the periplasmic SPOR domain (PubMed:9282742, PubMed:19684127, PubMed:24750258). FtsA-dependent localization precedes SPOR-dependent localization, and both are needed for efficient localization (PubMed:24750258). Localization depends upon FtsZ, FtsA, ZipA, FtsQ and FtsI (PubMed:9282742, PubMed:11948172). {ECO:0000269|PubMed:11948172, ECO:0000269|PubMed:19684127, ECO:0000269|PubMed:24750258, ECO:0000269|PubMed:9282742}.
P29745	44923	b1127 JW1113	SUBUNIT: Homodimer. {ECO:0000305|PubMed:16021622}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P30011	32762	b0109 JW0105	SUBUNIT: Homodimer Hexamer formed by 3 homodimers (By similarity). Homodimer. {ECO:0000250}.	
P30014	23523	b1652 JW1644	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00157, ECO:0000269|PubMed:17437714, ECO:0000269|PubMed:21317904}.	
P30125	39517	b0073 JW5807	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_01033, ECO:0000269|PubMed:9086278}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01033}.
P30131	82066	b2712 JW5433	SUBUNIT: Monomer (PubMed:12377778). Forms a complex with HypE (PubMed:15291820, PubMed:18065529). {ECO:0000269|PubMed:12377778, ECO:0000269|PubMed:15291820, ECO:0000269|PubMed:18065529}.	
P30138	26970	b3992 JW3956	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15896804, ECO:0000269|PubMed:16388576}.	
P30139	26896	b3991 JW5549	SUBUNIT: Homotetramer. Forms heterodimers with either ThiH or ThiS. {ECO:0000269|PubMed:12650933}.	SUBCELLULAR LOCATION: Cytoplasm.
P30140	43320	b3990 JW3953	SUBUNIT: Forms a heterodimer with ThiG. {ECO:0000269|PubMed:12650933}.	
P30147	29377	b0508 JW0496	SUBUNIT: Homodimer. {ECO:0000269|PubMed:10561547}.	
P30176	18669	b0798 JW0783		
P30178	38897	b0801 JW0786		
P30745	37346	b0781 JW0764	SUBUNIT: Monomer and homodimer. {ECO:0000255|HAMAP-Rule:MF_01225}.	
P30748	8758	b0784 JW0767	SUBUNIT: Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Forms a stable heterotetrameric complex of 2 MoaD and 2 MoeB during adenylation of MoaD by MoeB. During catalysis MoaD shuttles between the two heterotetrameric complexes. {ECO:0000269|PubMed:11135669, ECO:0000269|PubMed:12571227}.	
P30749	16981	b0785 JW0768	SUBUNIT: Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis. {ECO:0000269|PubMed:11135669, ECO:0000269|PubMed:12571227}.	
P30750	37788	b0199 JW0195	SUBUNIT: The complex is composed of two ATP-binding proteins (MetN), two transmembrane proteins (MetI) and a solute-binding protein (MetQ). {ECO:0000255|HAMAP-Rule:MF_01719, ECO:0000269|PubMed:12218041, ECO:0000269|PubMed:18621668, ECO:0000269|PubMed:30352853}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01719, ECO:0000305}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01719, ECO:0000305}.
P30844	41029	b4112 JW4073		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P30847	51991	b2078 JW2063		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996}.
P30850	72491	b1286 JW1279		SUBCELLULAR LOCATION: Cytoplasm.
P30855	134743	b2370 JW2367		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P30870	108418	b3053 JW3025	SUBUNIT: Monomer. {ECO:0000269|PubMed:4920894}.	
P30958	129983	b1114 JW1100	SUBUNIT: Monomer. Interacts with UvrA and RNAP. {ECO:0000269|PubMed:12086674, ECO:0000269|PubMed:22331906, ECO:0000269|PubMed:7876261, ECO:0000269|PubMed:8465200}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00969}.
P31057	28237	b0134 JW0130	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000269|PubMed:12906829, ECO:0000269|PubMed:6463}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P31069	46063	b1250 JW1242	SUBUNIT: Dimer.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:8824224}; Multi-pass membrane protein {ECO:0000269|PubMed:8824224}.
P31119	80700	b2836 JW2804		SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
P31120	47544	b3176 JW3143		
P31129	33863	b1535 JW1528	SUBUNIT: Homodimer. {ECO:0000269|PubMed:19460094, ECO:0000269|PubMed:23769666}.	
P31133	40840	b0854 JW0838	SUBUNIT: The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF). {ECO:0000269|PubMed:23719730, ECO:0000269|PubMed:8416922}.	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:8416922}.
P31134	41931	b0855 JW5818	SUBUNIT: The complex is composed of two ATP-binding proteins (PotG), two transmembrane proteins (PotH and PotI) and a solute-binding protein (PotF). {ECO:0000269|PubMed:23719730, ECO:0000269|PubMed:8416922}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
P31142	30812	b2521 JW2505	SUBUNIT: Monomer. {ECO:0000269|PubMed:14672665}.	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P31224	113574	b0462 JW0451	SUBUNIT: Homotrimer, with large domains that extend into the periplasm, interacts with AcrA and TolC. AcrA may be required to stably link this protein and TolC. Interacts with AcrZ. Part of the AcrA-AcrB-AcrZ-TolC efflux pump. {ECO:0000269|PubMed:10920254, ECO:0000269|PubMed:12374972, ECO:0000269|PubMed:12738864, ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137, ECO:0000269|PubMed:16915237, ECO:0000269|PubMed:16946072, ECO:0000269|PubMed:17194213, ECO:0000269|PubMed:23010927}.	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}; Multi-pass membrane protein {ECO:0000269|PubMed:15228545, ECO:0000269|PubMed:16079137}.
P31460	26080	b4479 JW5627	SUBUNIT: Homodimer. {ECO:0000269|PubMed:33068046}.	
P31466	46866	b3714 JW3692		SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}; Multi-pass membrane protein {ECO:0000269|PubMed:15919996, ECO:0000269|PubMed:24214977}.
P31473	56389	b3746 JW3725	SUBUNIT: Hexameric oligomer. Interactions of five RavA oligomers with two CadA decamers. Possible formation of a ternary complex RavA-ViaA-CadA. {ECO:0000269|PubMed:16301313}.	SUBCELLULAR LOCATION: Cytoplasm.
